BusinessName,Rating,NumberOfReviews,Category,Address,Phone,Close,Website,GoogleReviewsLink,Industry,Location
The Roof Pros,5.0,(1),Roofing contractor,N/A,·(678) 853-7114,Open 24 hours,N/A,https://www.google.com/maps/place/The+Roof+Pros/data=!4m7!3m6!1s0x88f5079c10b02cb7:0x26fda933ac150420!8m2!3d33.7927976!4d-84.186957!16s%2Fg%2F11f5tbj05z!19sChIJtyywEJwH9YgRIAQVrDOp_SY?authuser=0&hl=en&rclk=1,Roofing,30002
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30002
GA Prime Roofing,5.0,(12),Construction company,N/A,·(470) 755-6281,Open 24 hours,N/A,https://www.google.com/maps/place/GA+Prime+Roofing/data=!4m7!3m6!1s0xa734ae8c62e6d79f:0x5ad88ed8484163e!8m2!3d38.6181289!4d-86.542154!16s%2Fg%2F11y4q8m9vj!19sChIJn9fmYoyuNKcRPhaEhO2IrQU?authuser=0&hl=en&rclk=1,Roofing,30002
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30002
Advanced Commercial Roofing,5.0,(21),Roofing contractor,N/A,·(404) 449-8109,Open 24 hours,N/A,https://www.google.com/maps/place/Advanced+Commercial+Roofing/data=!4m7!3m6!1s0x88f5a729246e0d2d:0x5b4e3d8e37ad5997!8m2!3d34.1162015!4d-84.5657515!16s%2Fg%2F11h22hz744!19sChIJLQ1uJCmn9YgRl1mtN449Tls?authuser=0&hl=en&rclk=1,Roofing,30002
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30002
SRC- Select Roofing Consultants,3.9,(7),Roofing contractor,N/A,·(404) 863-2598,Open⋅ Closes 6 PM,N/A,https://www.google.com/maps/place/SRC-+Select+Roofing+Consultants/data=!4m7!3m6!1s0x88f5aa196b02fad3:0x605afa1bfdccc64c!8m2!3d33.7454297!4d-84.2529906!16s%2Fg%2F1ydpvcd16!19sChIJ0_oCaxmq9YgRTMbM_Rv6WmA?authuser=0&hl=en&rclk=1,Roofing,30002
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30002
ATLIEN ROOFING & RESTORATION LLC,5.0,(4),Roofing contractor,N/A,·(404) 723-0284,Open⋅ Closes 6 PM,N/A,https://www.google.com/maps/place/ATLIEN+ROOFING+%26+RESTORATION+LLC/data=!4m7!3m6!1s0x6c80d76981fd9017:0xd039babbb69bd937!8m2!3d33.9076155!4d-84.610478!16s%2Fg%2F11rzhyz5zv!19sChIJF5D9gWnXgGwRN9mbtru6OdA?authuser=0&hl=en&rclk=1,Roofing,30002
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30002
"RST Roofing and Renovations, LLC",4.9,(87),Roofing contractor,N/A,·(404) 548-8901,Open 24 hours,N/A,"https://www.google.com/maps/place/RST+Roofing+and+Renovations,+LLC/data=!4m7!3m6!1s0x88f5071d58d8e231:0x2ff7523cc7cdda82!8m2!3d33.8419797!4d-84.2645671!16s%2Fg%2F11h5vcspnc!19sChIJMeLYWB0H9YgRgtrNxzxS9y8?authuser=0&hl=en&rclk=1",Roofing,30002
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30002
Premier Roofing Company,4.6,(20),Roofing contractor,N/A,·(470) 713-7663,Open⋅ Closes 4:30 PM,N/A,https://www.google.com/maps/place/Premier+Roofing+Company/data=!4m7!3m6!1s0x88f56b491d1719c9:0xbb264cb598c21821!8m2!3d33.8383469!4d-84.3244158!16s%2Fg%2F11t6z338yn!19sChIJyRkXHUlr9YgRIRjCmLVMJrs?authuser=0&hl=en&rclk=1,Roofing,30002
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30002
Palace Roofing Restoration & Gutters,4.9,(77),Roofing contractor,N/A,·(678) 665-1060,Open⋅ Closes 7:30 PM,N/A,https://www.google.com/maps/place/Palace+Roofing+Restoration+%26+Gutters/data=!4m7!3m6!1s0x88f50bf8eb9a02c9:0x1ad77a5cfaec0012!8m2!3d33.865748!4d-84.296758!16s%2Fg%2F1pzthwm9y!19sChIJyQKa6_gL9YgREgDs-lx61xo?authuser=0&hl=en&rclk=1,Roofing,30002
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30002
"LPZ ROOFING, LLC",4.9,(77),Roofing contractor,N/A,·(770) 934-2877,Open⋅ Closes 6 PM,N/A,"https://www.google.com/maps/place/LPZ+ROOFING,+LLC/data=!4m7!3m6!1s0xc9342a429baccd:0xd594ee53d7f72888!8m2!3d33.731282!4d-84.3278884!16s%2Fg%2F11sqkjq3m_!19sChIJzaybQio0yQARiCj311PulNU?authuser=0&hl=en&rclk=1",Roofing,30002
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30002
"Reasonable Roofing, LLC",5.0,(42),Roofing contractor,N/A,·(770) 569-3478,Open⋅ Closes 6 PM,N/A,"https://www.google.com/maps/place/Reasonable+Roofing,+LLC/data=!4m7!3m6!1s0x88f5a75afc75c729:0x983b4d35c0e3cc1c!8m2!3d32.67853!4d-83.1940624!16s%2Fg%2F11lh4zg2ml!19sChIJKcd1_Fqn9YgRHMzjwDVNO5g?authuser=0&hl=en&rclk=1",Roofing,30002
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30002
Roberts Roofing and Restoration,4.2,(25),Roofing contractor,N/A,·(404) 378-9791,Open⋅ Closes 5:30 PM,N/A,https://www.google.com/maps/place/Roberts+Roofing+and+Restoration/data=!4m7!3m6!1s0x88f5016587003db3:0x8367c16deaddd780!8m2!3d33.7311253!4d-84.3417681!16s%2Fg%2F11c5x7b964!19sChIJsz0Ah2UB9YgRgNfd6m3BZ4M?authuser=0&hl=en&rclk=1,Roofing,30002
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30002
Palace Roofing Restoration & Gutters,4.3,(6),Roofing contractor,N/A,·(678) 665-1060,Open⋅ Closes 5 PM,N/A,https://www.google.com/maps/place/Palace+Roofing+Restoration+%26+Gutters/data=!4m7!3m6!1s0x88f5a92c073ff045:0x4491e38e91eff5b9!8m2!3d33.850256!4d-84.194628!16s%2Fg%2F11fw4d27pd!19sChIJRfA_Byyp9YgRufXvkY7jkUQ?authuser=0&hl=en&rclk=1,Roofing,30002
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30002
"Castle Roofing Atlanta, GA",4.9,(522),Roofing contractor,N/A,·(470) 601-6422,Open 24 hours,N/A,"https://www.google.com/maps/place/Castle+Roofing+Atlanta,+GA/data=!4m7!3m6!1s0x88f5046824e4ce4f:0xaa6fef1ec44f8ab7!8m2!3d33.787648!4d-84.383102!16s%2Fg%2F1jglz43_9!19sChIJT87kJGgE9YgRt4pPxB7vb6o?authuser=0&hl=en&rclk=1",Roofing,30002
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30002
Complete Precision Roofing LLC,5.0,(42),Roofing contractor,N/A,·(478) 215-4354,Open⋅ Closes 6 PM,N/A,https://www.google.com/maps/place/Complete+Precision+Roofing+LLC/data=!4m7!3m6!1s0x2ea68c00352bd1cf:0x9b8ab1b9e44e1842!8m2!3d32.67853!4d-83.1940624!16s%2Fg%2F11p6twrldf!19sChIJz9ErNQCMpi4RQhhO5Lmxips?authuser=0&hl=en&rclk=1,Roofing,30002
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30002
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30003
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30003
Georgia's Best Roofer,4.9,(202),Roofing contractor,·6000 Dawson Blvd Suite B,·(404) 484-4658,Open 24 hours,N/A,https://www.google.com/maps/place/Georgia%27s+Best+Roofer/data=!4m7!3m6!1s0x88f5a788c3f536cb:0x6fe83ceb33158c8e!8m2!3d33.9069439!4d-84.2075817!16s%2Fg%2F11s0vd4b9c!19sChIJyzb1w4in9YgRjowVM-s86G8?authuser=0&hl=en&rclk=1,Roofing,30003
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30003
Hive Roofing,5.0,(66),Roofing contractor,N/A,·(888) 345-4483,Open 24 hours,N/A,https://www.google.com/maps/place/Hive+Roofing/data=!4m7!3m6!1s0x6e56ad0bf6a10a07:0xd0b98e15519b1899!8m2!3d33.946415!4d-84.2289126!16s%2Fg%2F11p5mhmttd!19sChIJBwqh9gutVm4RmRibURWOudA?authuser=0&hl=en&rclk=1,Roofing,30003
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30003
North Georgia Superior Roofing,4.8,(44),Roofing contractor,N/A,·(404) 663-0440,Open⋅ Closes 8 PM,N/A,https://www.google.com/maps/place/North+Georgia+Superior+Roofing/data=!4m7!3m6!1s0x88f5a16be1244827:0x514166ba8e5beb28!8m2!3d33.9694337!4d-84.2618955!16s%2Fg%2F11fr0w4lk9!19sChIJJ0gk4Wuh9YgRKOtbjrpmQVE?authuser=0&hl=en&rclk=1,Roofing,30003
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30003
"High Quality Roofing, LLC",5.0,(265),Roofing contractor,N/A,·(404) 642-6760,Open⋅ Closes 5 PM,N/A,"https://www.google.com/maps/place/High+Quality+Roofing,+LLC/data=!4m7!3m6!1s0x88f5a3dd8992fd5b:0x6f91621fcf81995f!8m2!3d33.9071728!4d-84.2096818!16s%2Fg%2F11hfm1sdzq!19sChIJW_2Sid2j9YgRX5mBzx9ikW8?authuser=0&hl=en&rclk=1",Roofing,30003
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30003
"Pro Roofing Contractor USA, LLC",4.6,(45),Roofing contractor,N/A,·(404) 642-5701,Open⋅ Closes 7 PM,N/A,"https://www.google.com/maps/place/Pro+Roofing+Contractor+USA,+LLC/data=!4m7!3m6!1s0x88f5bd4a0ad86777:0x8d231f6439a2ac96!8m2!3d33.9218872!4d-84.1680159!16s%2Fg%2F11qmqpyh98!19sChIJd2fYCkq99YgRlqyiOWQfI40?authuser=0&hl=en&rclk=1",Roofing,30003
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30003
Roof Management Inc.,4.4,(14),Roofing contractor,·2775 Pacific Dr,·(770) 798-9102,Open⋅ Closes 6 PM,N/A,https://www.google.com/maps/place/Roof+Management+Inc./data=!4m7!3m6!1s0x88f5a129d4ffffff:0xefe1bdbe81043911!8m2!3d33.9373096!4d-84.2278155!16s%2Fg%2F11hczdzzjz!19sChIJ____1Cmh9YgRETkEgb694e8?authuser=0&hl=en&rclk=1,Roofing,30003
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30003
Best Choice Roofing,4.4,(249),Roofing contractor,N/A,·(770) 874-8785,Open⋅ Closes 5 PM,N/A,https://www.google.com/maps/place/Best+Choice+Roofing/data=!4m7!3m6!1s0x88f5117327d14b79:0x1f40480135df80c4!8m2!3d33.9201662!4d-84.187003!16s%2Fg%2F1v4k7bv0!19sChIJeUvRJ3MR9YgRxIDfNQFIQB8?authuser=0&hl=en&rclk=1,Roofing,30003
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30003
Roof Land GA,5.0,(20),Roofing contractor,N/A,·(470) 570-5337,Open⋅ Closes 9 PM,N/A,https://www.google.com/maps/place/Roof+Land+GA/data=!4m7!3m6!1s0xda965763df1278d:0x3665f73be8379be3!8m2!3d33.7673845!4d-84.420207!16s%2Fg%2F11w3mm1z03!19sChIJjSfxPXZlqQ0R45s36Dv3ZTY?authuser=0&hl=en&rclk=1,Roofing,30003
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30003
Arise Roofing & Restoration,5.0,(73),Roofing contractor,N/A,·(844) 600-9697,Open⋅ Closes 6 PM,N/A,https://www.google.com/maps/place/Arise+Roofing+%26+Restoration/data=!4m7!3m6!1s0x88f5b9810f68eba9:0x36a61f1bb30c93d2!8m2!3d33.9341277!4d-84.2218467!16s%2Fg%2F11hd6lfgld!19sChIJqetoD4G59YgR0pMMsxsfpjY?authuser=0&hl=en&rclk=1,Roofing,30003
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30003
"Atlanta Roof Masters, LLC",5.0,(14),Roofing contractor,N/A,·(404) 324-1209,Open⋅ Closes 6 PM,N/A,"https://www.google.com/maps/place/Atlanta+Roof+Masters,+LLC/data=!4m7!3m6!1s0x88f5a22b310c1435:0x3ad015b497f5746d!8m2!3d33.9462044!4d-84.1933645!16s%2Fg%2F1tjrqts2!19sChIJNRQMMSui9YgRbXT1l7QV0Do?authuser=0&hl=en&rclk=1",Roofing,30003
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30003
D & G Roofing and Painting,5.0,(32),Roofing contractor,N/A,·(678) 693-1214,Open⋅ Closes 7 PM,N/A,https://www.google.com/maps/place/D+%26+G+Roofing+and+Painting/data=!4m7!3m6!1s0x88f5a3fe324b2223:0x5847441297965825!8m2!3d33.9437617!4d-84.1846368!16s%2Fg%2F11fn42kptl!19sChIJIyJLMv6j9YgRJViWlxJER1g?authuser=0&hl=en&rclk=1,Roofing,30003
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30003
"G & O Roofing, Inc.",4.6,(19),Roofing contractor,N/A,·(770) 864-0653,Open⋅ Closes 6 PM,N/A,"https://www.google.com/maps/place/G+%26+O+Roofing,+Inc./data=!4m7!3m6!1s0x88f5a142982efbcd:0x9dbacaa62d10b19e!8m2!3d33.9492745!4d-84.1977224!16s%2Fg%2F11h3vbxtzg!19sChIJzfsumEKh9YgRnrEQLabKup0?authuser=0&hl=en&rclk=1",Roofing,30003
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30003
Main Renovation LLC,5.0,(53),Roofing contractor,N/A,·(404) 641-6651,Open⋅ Closes 6 PM,N/A,https://www.google.com/maps/place/Main+Renovation+LLC/data=!4m7!3m6!1s0x88f5a76e550fc93f:0xf8062a0108e88a8e!8m2!3d33.6853834!4d-84.3589455!16s%2Fg%2F11trhnt_2v!19sChIJP8kPVW6n9YgRjoroCAEqBvg?authuser=0&hl=en&rclk=1,Roofing,30003
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30003
Local Roof Experts,4.9,(47),Roofing contractor,·5051 Peachtree Corners Cir,·(770) 230-5808,Open⋅ Closes 5 PM,N/A,https://www.google.com/maps/place/Local+Roof+Experts/data=!4m7!3m6!1s0x88f5a133e018659d:0x20ac0587d232ea92!8m2!3d33.9768376!4d-84.2118969!16s%2Fg%2F11vcsf6hqd!19sChIJnWUY4DOh9YgRkuoy0ocFrCA?authuser=0&hl=en&rclk=1,Roofing,30003
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30003
Parsons Roofing,4.8,(41),Roofing contractor,·3100 Medlock Bridge Rd Building 300 Suite 335,·(678) 756-0224,Open 24 hours,N/A,https://www.google.com/maps/place/Parsons+Roofing/data=!4m7!3m6!1s0x88f509c570495327:0x6eb47c342714639!8m2!3d33.9575795!4d-84.2058753!16s%2Fg%2F11bx2g4zhh!19sChIJJ1NJcMUJ9YgROUZxQsNH6wY?authuser=0&hl=en&rclk=1,Roofing,30003
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30003
Deerfield Roofing LLC,5.0,(28),Roofing contractor,N/A,·(770) 788-7663,Open⋅ Closes 7 PM,N/A,https://www.google.com/maps/place/Deerfield+Roofing+LLC/data=!4m7!3m6!1s0x88f5a78712fb8bb3:0xd9d96f099cccb716!8m2!3d33.8963315!4d-84.1925556!16s%2Fg%2F11jny4twhv!19sChIJs4v7Eoen9YgRFrfMnAlv2dk?authuser=0&hl=en&rclk=1,Roofing,30003
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30003
GA Premium Roofing Inc,4.7,(165),Roofing contractor,N/A,·(770) 559-1503,Open⋅ Closes 5 PM,N/A,https://www.google.com/maps/place/GA+Premium+Roofing+Inc/data=!4m7!3m6!1s0x88f5a0e4d2ff3825:0x2076dd25df5d57d!8m2!3d33.9630086!4d-84.2354569!16s%2Fg%2F11c1vmtjt9!19sChIJJTj_0uSg9YgRfdX1XdJtBwI?authuser=0&hl=en&rclk=1,Roofing,30003
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30003
Sentry Roof Services,3.7,(9),Roofing contractor,N/A,·(678) 301-5555,Open⋅ Closes 4:30 PM,N/A,https://www.google.com/maps/place/Sentry+Roof+Services/data=!4m7!3m6!1s0x88f5a22b310c1435:0x9c427c661a5f5821!8m2!3d33.944666!4d-84.2023097!16s%2Fg%2F11b7k8bnb9!19sChIJNRQMMSui9YgRIVhfGmZ8Qpw?authuser=0&hl=en&rclk=1,Roofing,30003
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30003
FGA Roofing,5.0,(16),Roofing contractor,N/A,·(770) 209-3823,Open⋅ Closes 6 PM,N/A,https://www.google.com/maps/place/FGA+Roofing/data=!4m7!3m6!1s0x88f5a1a18deebcad:0xe77a82719b9f44fc!8m2!3d33.9405302!4d-84.2506808!16s%2Fg%2F11vq9st5cy!19sChIJrbzujaGh9YgR_ESfm3GCeuc?authuser=0&hl=en&rclk=1,Roofing,30003
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30003
Georgia Paramount Roofing,5.0,(2),Roofing contractor,N/A,·(404) 641-9355,Open⋅ Closes 5 PM,N/A,https://www.google.com/maps/place/Georgia+Paramount+Roofing/data=!4m7!3m6!1s0x88f5a33ffdfbc431:0xe361a6b9911876f4!8m2!3d32.67853!4d-83.1940624!16s%2Fg%2F11lgljyrqv!19sChIJMcT7_T-j9YgR9HYYkbmmYeM?authuser=0&hl=en&rclk=1,Roofing,30003
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30003
"LPZ ROOFING, LLC",4.9,(77),Roofing contractor,N/A,·(770) 934-2877,Open⋅ Closes 6 PM,N/A,"https://www.google.com/maps/place/LPZ+ROOFING,+LLC/data=!4m7!3m6!1s0xc9342a429baccd:0xd594ee53d7f72888!8m2!3d33.731282!4d-84.3278884!16s%2Fg%2F11sqkjq3m_!19sChIJzaybQio0yQARiCj311PulNU?authuser=0&hl=en&rclk=1",Roofing,30003
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30003
"Reasonable Roofing, LLC",5.0,(42),Roofing contractor,N/A,·(770) 569-3478,Open⋅ Closes 6 PM,N/A,"https://www.google.com/maps/place/Reasonable+Roofing,+LLC/data=!4m7!3m6!1s0x88f5a75afc75c729:0x983b4d35c0e3cc1c!8m2!3d32.67853!4d-83.1940624!16s%2Fg%2F11lh4zg2ml!19sChIJKcd1_Fqn9YgRHMzjwDVNO5g?authuser=0&hl=en&rclk=1",Roofing,30003
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30003
Sky Roof LLC,4.7,(29),Roofing contractor,N/A,·(404) 643-1257,Open⋅ Closes 6 PM,N/A,https://www.google.com/maps/place/Sky+Roof+LLC/data=!4m7!3m6!1s0x6ab48f6bf0255a9d:0x4d2243b0ebc45e81!8m2!3d35.1944234!4d-92.9742585!16s%2Fg%2F11pdx81hy7!19sChIJnVol8GuPtGoRgV7E67BDIk0?authuser=0&hl=en&rclk=1,Roofing,30003
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30003
MTZ Roofing LLC,4.8,(23),Roofing contractor,N/A,·(404) 438-2037,Open 24 hours,N/A,https://www.google.com/maps/place/MTZ+Roofing+LLC/data=!4m7!3m6!1s0x2b2d5e33ab8ee965:0xc68c23cfe492acef!8m2!3d33.918841!4d-84.1783205!16s%2Fg%2F11pvc0py4l!19sChIJZemOqzNeLSsR76yS5M8jjMY?authuser=0&hl=en&rclk=1,Roofing,30003
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30003
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30004
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30004
Rackley Roofing & Supply,4.9,(132),Roofing contractor,N/A,·(770) 771-8802,Open⋅ Closes 7 PM,N/A,https://www.google.com/maps/place/Rackley+Roofing+%26+Supply/data=!4m7!3m6!1s0x88f59dbc6c2d4131:0x8123ed9f6123a294!8m2!3d34.1370364!4d-84.2446211!16s%2Fg%2F11b6gcvmp1!19sChIJMUEtbLyd9YgRlKIjYZ_tI4E?authuser=0&hl=en&rclk=1,Roofing,30004
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30004
Rock House Roofing,4.9,(174),Roofing contractor,N/A,·(770) 655-8234,Open 24 hours,N/A,https://www.google.com/maps/place/Rock+House+Roofing/data=!4m7!3m6!1s0x88f57594768beb6d:0x50328f24953a0af2!8m2!3d34.0879565!4d-84.3397849!16s%2Fg%2F11h5rtx16z!19sChIJbeuLdpR19YgR8go6lSSPMlA?authuser=0&hl=en&rclk=1,Roofing,30004
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30004
Mighty Dog Roofing,4.9,(134),Roofing contractor,N/A,·(770) 824-9212,Open⋅ Closes 7 PM,N/A,https://www.google.com/maps/place/Mighty+Dog+Roofing/data=!4m7!3m6!1s0x88f5754e22159b65:0xca76e84365319c5f!8m2!3d34.0895318!4d-84.2707619!16s%2Fg%2F11rcyjn44v!19sChIJZZsVIk519YgRX5wxZUPodso?authuser=0&hl=en&rclk=1,Roofing,30004
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Roofing,30004
